load_zone,timestamp,ZoneTotalDistributedDispatch,InjectIntoDistributedGrid,zone_demand_mw,ShiftDemand
inside_lvliang,1,0.0,2441.535983,-2441.535983,-0.0
inside_lvliang,2,0.0,2424.081988,-2424.081988,-0.0
inside_lvliang,3,0.0,2396.420806,-2396.420806,-0.0
inside_lvliang,4,0.0,2437.3149485599997,-2364.030018,-73.28493056
inside_lvliang,5,0.0,2336.183154,-2336.183154,-0.0
inside_lvliang,6,0.0,2338.782686,-2338.782686,-0.0
inside_lvliang,7,0.0,2390.845127,-2390.845127,-0.0
inside_lvliang,8,0.0,2493.216553,-2493.216553,-0.0
inside_lvliang,9,0.0,2491.179319,-2491.179319,-0.0
inside_lvliang,10,0.0,2538.12832488,-2524.32334,-13.804984880000333
inside_lvliang,11,0.0,2441.530728,-2441.530728,-0.0
inside_lvliang,12,0.0,2428.718753,-2428.718753,-0.0
inside_lvliang,13,0.0,2441.246951,-2441.246951,-0.0
inside_lvliang,14,0.0,2338.313229,-2338.313229,-0.0
inside_lvliang,15,0.0,2315.758267,-2315.758267,-0.0
inside_lvliang,16,0.0,2342.573377,-2342.573377,-0.0
inside_lvliang,17,0.0,2395.105275,-2395.105275,-0.0
inside_lvliang,18,0.0,2603.009954,-2603.009954,-0.0
inside_lvliang,19,0.0,2765.902806,-2765.902806,-0.0
inside_lvliang,20,0.0,2722.26219556,-2809.352111,87.08991544
inside_lvliang,21,0.0,2736.488167,-2736.488167,-0.0
inside_lvliang,22,0.0,2718.946587,-2718.946587,-0.0
inside_lvliang,23,0.0,2621.304767,-2621.304767,-0.0
inside_lvliang,24,0.0,2483.380726,-2483.380726,-0.0
inside_lvliang,25,0.0,2441.535983,-2441.535983,-0.0
inside_lvliang,26,0.0,2424.081988,-2424.081988,-0.0
inside_lvliang,27,0.0,2396.420806,-2396.420806,-0.0
inside_lvliang,28,0.0,2364.030018,-2364.030018,-0.0
inside_lvliang,29,0.0,2336.183154,-2336.183154,-0.0
inside_lvliang,30,0.0,2338.782686,-2338.782686,-0.0
inside_lvliang,31,0.0,2390.845127,-2390.845127,-0.0
inside_lvliang,32,0.0,2507.81875834,-2493.216553,-14.602205339999998
inside_lvliang,33,0.0,2491.179319,-2491.179319,-0.0
inside_lvliang,34,0.0,2524.32334,-2524.32334,-0.0
inside_lvliang,35,0.0,2441.530728,-2441.530728,-0.0
inside_lvliang,36,0.0,2428.718753,-2428.718753,-0.0
inside_lvliang,37,0.0,2441.246951,-2441.246951,-0.0
inside_lvliang,38,0.0,2410.8009391,-2338.313229,-72.4877101
inside_lvliang,39,0.0,2315.758267,-2315.758267,-0.0
inside_lvliang,40,0.0,2342.573377,-2342.573377,-0.0
inside_lvliang,41,0.0,2395.105275,-2395.105275,-0.0
inside_lvliang,42,0.0,2603.009954,-2603.009954,-0.0
inside_lvliang,43,0.0,2765.902806,-2765.902806,-0.0
inside_lvliang,44,0.0,2722.2621955600002,-2809.352111,87.08991544
inside_lvliang,45,0.0,2736.488167,-2736.488167,-0.0
inside_lvliang,46,0.0,2718.946587,-2718.946587,-0.0
inside_lvliang,47,0.0,2621.304767,-2621.304767,-0.0
inside_lvliang,48,0.0,2483.380726,-2483.380726,-0.0
inside_lvliang,49,0.0,2441.535983,-2441.535983,-0.0
inside_lvliang,50,0.0,2435.8816221,-2424.081988,-11.799634099999977
inside_lvliang,51,0.0,2396.420806,-2396.420806,-0.0
inside_lvliang,52,0.0,2364.030018,-2364.030018,-0.0
inside_lvliang,53,0.0,2336.183154,-2336.183154,-0.0
inside_lvliang,54,0.0,2338.782686,-2338.782686,-0.0
inside_lvliang,55,0.0,2390.845127,-2390.845127,-0.0
inside_lvliang,56,0.0,2493.216553,-2493.216553,-0.0
inside_lvliang,57,0.0,2491.179319,-2491.179319,-0.0
inside_lvliang,58,0.0,2524.32334,-2524.32334,-0.0
inside_lvliang,59,0.0,2441.530728,-2441.530728,-0.0
inside_lvliang,60,0.0,2504.00903434,-2428.718753,-75.29028134
inside_lvliang,61,0.0,2441.246951,-2441.246951,-0.0
inside_lvliang,62,0.0,2338.313229,-2338.313229,-0.0
inside_lvliang,63,0.0,2315.758267,-2315.758267,-0.0
inside_lvliang,64,0.0,2342.573377,-2342.573377,-0.0
inside_lvliang,65,0.0,2395.105275,-2395.105275,-0.0
inside_lvliang,66,0.0,2603.009954,-2603.009954,-0.0
inside_lvliang,67,0.0,2765.902806,-2765.902806,-0.0
inside_lvliang,68,0.0,2722.2621955600002,-2809.352111,87.08991544
inside_lvliang,69,0.0,2736.488167,-2736.488167,-0.0
inside_lvliang,70,0.0,2718.946587,-2718.946587,-0.0
inside_lvliang,71,0.0,2621.304767,-2621.304767,-0.0
inside_lvliang,72,0.0,2483.380726,-2483.380726,-0.0
inside_lvliang,73,0.0,2441.535983,-2441.535983,-0.0
inside_lvliang,74,0.0,2424.081988,-2424.081988,-0.0
inside_lvliang,75,0.0,2396.420806,-2396.420806,-0.0
inside_lvliang,76,0.0,2364.030018,-2364.030018,-0.0
inside_lvliang,77,0.0,2336.183154,-2336.183154,-0.0
inside_lvliang,78,0.0,2411.28494927,-2338.782686,-72.50226327
inside_lvliang,79,0.0,2390.845127,-2390.845127,-0.0
inside_lvliang,80,0.0,2493.216553,-2493.216553,-0.0
inside_lvliang,81,0.0,2491.179319,-2491.179319,-0.0
inside_lvliang,82,0.0,2524.32334,-2524.32334,-0.0
inside_lvliang,83,0.0,2441.530728,-2441.530728,-0.0
inside_lvliang,84,0.0,2428.718753,-2428.718753,-0.0
inside_lvliang,85,0.0,2441.246951,-2441.246951,-0.0
inside_lvliang,86,0.0,2352.9008811699996,-2338.313229,-14.587652169999998
inside_lvliang,87,0.0,2315.758267,-2315.758267,-0.0
inside_lvliang,88,0.0,2342.573377,-2342.573377,-0.0
inside_lvliang,89,0.0,2395.105275,-2395.105275,-0.0
inside_lvliang,90,0.0,2603.009954,-2603.009954,-0.0
inside_lvliang,91,0.0,2765.902806,-2765.902806,-0.0
inside_lvliang,92,0.0,2722.2621955600002,-2809.352111,87.08991544
inside_lvliang,93,0.0,2736.488167,-2736.488167,-0.0
inside_lvliang,94,0.0,2718.946587,-2718.946587,-0.0
inside_lvliang,95,0.0,2621.304767,-2621.304767,-0.0
inside_lvliang,96,0.0,2483.380726,-2483.380726,-0.0
outside_lvliang,1,0.0,1000.0,-1000.0,-0.0
outside_lvliang,2,0.0,1005.0441153968579,-1000.0,-5.044115396857862
outside_lvliang,3,0.0,1000.0,-1000.0,-0.0
outside_lvliang,4,0.0,1000.0,-1000.0,-0.0
outside_lvliang,5,0.0,1000.0,-1000.0,-0.0
outside_lvliang,6,0.0,1000.0,-1000.0,-0.0
outside_lvliang,7,0.0,1000.0,-1000.0,-0.0
outside_lvliang,8,0.0,1005.0441153968579,-1000.0,-5.044115396857862
outside_lvliang,9,0.0,1000.0,-1000.0,-0.0
outside_lvliang,10,0.0,1000.0,-1000.0,-0.0
outside_lvliang,11,0.0,1000.0,-1000.0,-0.0
outside_lvliang,12,0.0,1000.0,-1000.0,-0.0
outside_lvliang,13,0.0,1000.0,-1000.0,-0.0
outside_lvliang,14,0.0,1000.0,-1000.0,-0.0
