RecoveryDemand_index_1,RecoveryDemand_index_2,RecoveryDemand
outside_lvliang,15,0.0
outside_lvliang,16,0.0
outside_lvliang,17,0.0
outside_lvliang,18,0.0
outside_lvliang,19,0.0
outside_lvliang,20,0.0
outside_lvliang,21,0.0
outside_lvliang,22,0.0
outside_lvliang,23,-3.8454157606624335
outside_lvliang,24,0.0
outside_lvliang,25,0.0
outside_lvliang,26,0.0
outside_lvliang,27,5.1666666666667425
outside_lvliang,28,0.0
outside_lvliang,29,0.0
outside_lvliang,30,0.0
outside_lvliang,31,0.0
outside_lvliang,32,0.0
outside_lvliang,33,5.166666666666686
outside_lvliang,34,0.0
outside_lvliang,35,0.0
outside_lvliang,36,0.0
outside_lvliang,37,0.0
outside_lvliang,38,0.0
outside_lvliang,39,5.166666666666686
outside_lvliang,40,0.0
outside_lvliang,41,0.0
outside_lvliang,42,0.0
outside_lvliang,43,0.0
outside_lvliang,44,0.0
outside_lvliang,45,-15.5
outside_lvliang,46,0.0
outside_lvliang,47,0.0
outside_lvliang,48,0.0
outside_lvliang,49,0.0
outside_lvliang,50,0.0
outside_lvliang,51,5.166666666666686
outside_lvliang,52,0.0
outside_lvliang,53,0.0
outside_lvliang,54,0.0
outside_lvliang,55,0.0
outside_lvliang,56,0.0
outside_lvliang,57,5.166666666666686
outside_lvliang,58,0.0
outside_lvliang,59,0.0
outside_lvliang,60,0.0
outside_lvliang,61,0.0
outside_lvliang,62,0.0
outside_lvliang,63,5.166666666666629
outside_lvliang,64,0.0
outside_lvliang,65,0.0
outside_lvliang,66,0.0
outside_lvliang,67,0.0
outside_lvliang,68,0.0
outside_lvliang,69,-15.5
outside_lvliang,70,0.0
outside_lvliang,71,0.0
outside_lvliang,72,0.0
outside_lvliang,73,0.0
outside_lvliang,74,0.0
outside_lvliang,75,5.166666666666686
outside_lvliang,76,0.0
outside_lvliang,77,0.0
outside_lvliang,78,0.0
outside_lvliang,79,0.0
outside_lvliang,80,0.0
outside_lvliang,81,5.166666666666686
outside_lvliang,82,0.0
outside_lvliang,83,0.0
outside_lvliang,84,0.0
outside_lvliang,85,0.0
outside_lvliang,86,0.0
outside_lvliang,87,5.166666666666686
outside_lvliang,88,0.0
outside_lvliang,89,0.0
outside_lvliang,90,0.0
outside_lvliang,91,0.0
outside_lvliang,92,0.0
outside_lvliang,93,-15.5
outside_lvliang,94,0.0
outside_lvliang,95,0.0
outside_lvliang,96,0.0
